EmployeeID,EmployeeName,Position,GasStationID,PhoneNumber,Email,StartDate,Address
45,Employee 45,Maintenance,66,338690304,employee45@example.com,31/12/2023,"Duong Phan Xich Long, City"
46,Employee 46,Cashier,4,770815809,employee46@example.com,5/11/2023,"Duong Cach Mang Thang Tam, City"
47,Employee 47,Pump Attendant,96,744993574,employee47@example.com,21/2/2024,"Phan Van Tri, City"
48,Employee 48,Pump Attendant,57,955090196,employee48@example.com,25/12/2023,"Ly Thai To, City"
49,Employee 49,Manager,19,806932115,employee49@example.com,14/2/2024,"Duong Le Loi, City"
50,Employee 50,Cashier,97,518686066,employee50@example.com,5/5/2023,"Duong Tran Quoc Thao, City"
51,Employee 51,Cashier,67,694546387,employee51@example.com,19/1/2024,"Ly Thai To, City"
52,Employee 52,Pump Attendant,50,189389763,employee52@example.com,29/2/2024,"Tran Quoc Toan, City"
53,Employee 53,Maintenance,58,863688942,employee53@example.com,4/8/2023,"Duong Nam Ky Khoi Nghia, City"
54,Employee 54,Manager,1,636887774,employee54@example.com,30/5/2023,"Cau Sai Gon, City"
55,Employee 55,Cashier,31,800998286,employee55@example.com,28/1/2024,"Ham Nghi, City"
56,Employee 56,Pump Attendant,41,582436513,employee56@example.com,19/1/2024,"Duong Nguyen Thi Minh Khai, City"
57,Employee 57,Manager,63,884749184,employee57@example.com,7/4/2023,"Duong Nam Ky Khoi Nghia, City"
58,Employee 58,Maintenance,6,995535218,employee58@example.com,7/12/2023,"Le Lai, City"
59,Employee 59,Pump Attendant,75,647885664,employee59@example.com,6/8/2023,"Duong Le Loi, City"
60,Employee 60,Pump Attendant,62,739601743,employee60@example.com,29/3/2024,"Bach Dang, City"
61,Employee 61,Maintenance,65,988903809,employee61@example.com,11/1/2024,"Vo Van Ngan, City"
62,Employee 62,Pump Attendant,100,465729108,employee62@example.com,31/1/2024,"Cau Sai Gon, City"
63,Employee 63,Cashier,65,125277717,employee63@example.com,15/4/2023,"Nguyen Dinh Chieu, City"
64,Employee 64,Pump Attendant,34,962353675,employee64@example.com,10/3/2024,"Duong Ton Duc Thang, City"
65,Employee 65,Manager,23,146073577,employee65@example.com,29/7/2023,"Nguyen Hong, City"
66,Employee 66,Manager,66,593674326,employee66@example.com,21/12/2023,"Ly Thai To, City"
67,Employee 67,Cashier,76,688742160,employee67@example.com,30/10/2023,"Xo Viet Nghe Tinh, City"
68,Employee 68,Manager,93,176456081,employee68@example.com,23/10/2023,"Duong Tran Quoc Thao, City"
69,Employee 69,Pump Attendant,4,207468185,employee69@example.com,7/10/2023,"Duong Truong Dinh, City"
70,Employee 70,Cashier,11,656987807,employee70@example.com,6/2/2024,"Duong Tran Quoc Thao, City"
71,Employee 71,Manager,8,131772064,employee71@example.com,1/9/2023,"Nguyen Hong, City"
72,Employee 72,Manager,27,135112005,employee72@example.com,31/7/2023,"Duong Nguyen Huu Canh, City"
73,Employee 73,Manager,49,229336856,employee73@example.com,5/3/2024,"An Duong Vuong, City"
74,Employee 74,Maintenance,28,368946830,employee74@example.com,21/6/2023,"Duong Tran Hung Dao, City"
75,Employee 75,Cashier,69,716022913,employee75@example.com,13/4/2023,"Duong Hung Vuong, City"
76,Employee 76,Manager,37,491851024,employee76@example.com,8/12/2023,"Duong Truong Dinh, City"
77,Employee 77,Manager,90,392047192,employee77@example.com,13/9/2023,"Hong Bang, City"
78,Employee 78,Cashier,48,792716732,employee78@example.com,16/6/2023,"Duong Tran Hung Dao, City"
79,Employee 79,Pump Attendant,19,142291311,employee79@example.com,29/2/2024,"Nam Ky Khoi Nghia, City"
80,Employee 80,Cashier,50,252742247,employee80@example.com,21/3/2024,"Duong Hung Vuong, City"
81,Employee 81,Pump Attendant,59,861273719,employee81@example.com,24/1/2024,"Nguyen Van Cu, City"
82,Employee 82,Maintenance,23,507725734,employee82@example.com,5/8/2023,"Bach Dang, City"
83,Employee 83,Pump Attendant,60,927018282,employee83@example.com,20/2/2024,"Duong Dien Bien Phu, City"
84,Employee 84,Manager,37,729417508,employee84@example.com,13/12/2023,"Bach Dang, City"
85,Employee 85,Cashier,44,181190274,employee85@example.com,22/9/2023,"Duong Nguyen Hue, City"
86,Employee 86,Manager,15,402060967,employee86@example.com,4/8/2023,"Duong Phan Xich Long, City"
87,Employee 87,Pump Attendant,95,758621120,employee87@example.com,18/10/2023,"Vo Van Ngan, City"
88,Employee 88,Maintenance,95,199476257,employee88@example.com,10/4/2023,"Xa Lo Ha Noi, City"
89,Employee 89,Cashier,31,576974230,employee89@example.com,9/10/2023,"Cau Sai Gon, City"
90,Employee 90,Pump Attendant,61,371042621,employee90@example.com,20/4/2023,"Xo Viet Nghe Tinh, City"
91,Employee 91,Manager,2,492377813,employee91@example.com,16/2/2024,"Cach Mang Thang Tam, City"
92,Employee 92,Maintenance,55,873102399,employee92@example.com,21/7/2023,"Duong Pham Ngoc Thach, City"
93,Employee 93,Manager,69,535025716,employee93@example.com,28/5/2023,"Duong Phan Xich Long, City"
94,Employee 94,Maintenance,94,155501855,employee94@example.com,23/1/2024,"Bach Dang, City"
95,Employee 95,Maintenance,96,442837263,employee95@example.com,15/2/2024,"Duong Vo Thi Sau, City"
96,Employee 96,Pump Attendant,70,732255594,employee96@example.com,17/3/2024,"Duong Tran Quoc Thao, City"
97,Employee 97,Pump Attendant,80,564874531,employee97@example.com,1/6/2023,"Kinh Duong Vuong, City"
98,Employee 98,Manager,57,324709907,employee98@example.com,19/2/2024,"Duong Nguyen Huu Canh, City"
99,Employee 99,Manager,13,507557098,employee99@example.com,29/5/2023,"Duong Pham Ngoc Thach, City"
100,Employee 100,Manager,26,704734789,employee100@example.com,22/9/2023,"Nguyen Cong Tru, City"
101,Employee 101,Cashier,69,428342410,employee101@example.com,13/10/2023,"Nguyen Hong, City"
102,Employee 102,Manager,49,103453477,employee102@example.com,4/11/2023,"Nguyen Hue, City"
103,Employee 103,Cashier,57,164259996,employee103@example.com,19/8/2023,"Duong Nguyen Binh Khiem, City"
104,Employee 104,Pump Attendant,67,323320690,employee104@example.com,24/10/2023,"Duong Phan Xich Long, City"
105,Employee 105,Cashier,42,634981670,employee105@example.com,30/7/2023,"Hong Bang, City"
106,Employee 106,Cashier,55,379859875,employee106@example.com,27/8/2023,"Nguyen Dinh Chieu, City"
107,Employee 107,Maintenance,55,293789483,employee107@example.com,3/8/2023,"Nam Ky Khoi Nghia, City"
108,Employee 108,Maintenance,66,737127930,employee108@example.com,24/6/2023,"Nguyen Hue, City"
109,Employee 109,Pump Attendant,94,776474244,employee109@example.com,15/2/2024,"Ton Duc Thang, City"
110,Employee 110,Manager,33,981305979,employee110@example.com,21/3/2024,"Duong Ton Duc Thang, City"
111,Employee 111,Pump Attendant,6,683455852,employee111@example.com,7/2/2024,"Duong Hung Vuong, City"
112,Employee 112,Maintenance,8,114912682,employee112@example.com,7/5/2023,"Duong Nguyen Huu Canh, City"
113,Employee 113,Cashier,15,328809146,employee113@example.com,20/5/2023,"Le Lai, City"
114,Employee 114,Manager,82,925212402,employee114@example.com,30/7/2023,"Duong Tran Hung Dao, City"
115,Employee 115,Pump Attendant,20,453602203,employee115@example.com,29/12/2023,"Phan Van Tri, City"
116,Employee 116,Manager,60,177775962,employee116@example.com,28/10/2023,"Xa Lo Ha Noi, City"
117,Employee 117,Manager,29,541397715,employee117@example.com,16/10/2023,"Duong Le Thanh Ton, City"
118,Employee 118,Maintenance,54,233599450,employee118@example.com,14/5/2023,"Duong Hung Vuong, City"
119,Employee 119,Cashier,80,318824488,employee119@example.com,5/4/2023,"Nguyen Tri Phuong, City"
120,Employee 120,Maintenance,30,571731213,employee120@example.com,31/12/2023,"Cach Mang Thang Tam, City"
121,Employee 121,Maintenance,78,674872472,employee121@example.com,25/8/2023,"Duong Bui Vien, City"
122,Employee 122,Cashier,35,196465838,employee122@example.com,2/1/2024,"Duong Tran Hung Dao, City"
123,Employee 123,Maintenance,66,306515064,employee123@example.com,16/3/2024,"Nguyen Dinh Chieu, City"
124,Employee 124,Cashier,93,484157918,employee124@example.com,19/6/2023,"Dai Lo Dong Tay, City"
125,Employee 125,Cashier,73,601358972,employee125@example.com,14/5/2023,"Nguyen Van Cu, City"
126,Employee 126,Cashier,17,887633969,employee126@example.com,8/8/2023,"Duong Cach Mang Thang Tam, City"
127,Employee 127,Manager,79,389724809,employee127@example.com,17/5/2023,"Le Lai, City"
128,Employee 128,Manager,81,240794970,employee128@example.com,1/12/2023,"Duong Le Van Sy, City"
129,Employee 129,Maintenance,85,486912670,employee129@example.com,8/5/2023,"Ky Con, City"
130,Employee 130,Cashier,13,208329900,employee130@example.com,16/10/2023,"Nam Ky Khoi Nghia, City"
131,Employee 131,Cashier,73,865216187,employee131@example.com,6/5/2023,"Ha Huy Giap, City"
132,Employee 132,Cashier,67,810811696,employee132@example.com,19/2/2024,"Le Van Sy, City"
133,Employee 133,Maintenance,93,988524459,employee133@example.com,19/9/2023,"Ly Thai To, City"
134,Employee 134,Cashier,56,689302519,employee134@example.com,11/8/2023,"Xa Lo Ha Noi, City"
135,Employee 135,Pump Attendant,65,917978904,employee135@example.com,17/8/2023,"Duong Nguyen Huu Canh, City"
136,Employee 136,Manager,17,559605527,employee136@example.com,16/12/2023,"Nguyen Thi Thap, City"
137,Employee 137,Pump Attendant,46,282543269,employee137@example.com,10/2/2024,"Duong Truong Dinh, City"
138,Employee 138,Manager,13,234006187,employee138@example.com,27/7/2023,"Dien Bien Phu, City"
139,Employee 139,Manager,4,113188563,employee139@example.com,11/5/2023,"Tran Nao, City"
140,Employee 140,Pump Attendant,94,791058003,employee140@example.com,7/10/2023,"Nam Ky Khoi Nghia, City"
141,Employee 141,Maintenance,50,495632530,employee141@example.com,14/8/2023,"Nguyen Hong, City"
142,Employee 142,Manager,55,232381661,employee142@example.com,2/9/2023,"Phan Van Tri, City"
143,Employee 143,Pump Attendant,75,773641589,employee143@example.com,29/12/2023,"Duong Phan Xich Long, City"
144,Employee 144,Pump Attendant,75,948334663,employee144@example.com,18/1/2024,"Le Lai, City"
145,Employee 145,Manager,60,345507861,employee145@example.com,11/6/2023,"Tran Hung Dao, City"
146,Employee 146,Cashier,5,353009836,employee146@example.com,28/1/2024,"Duong Nguyen Huu Canh, City"
147,Employee 147,Manager,9,320087346,employee147@example.com,7/11/2023,"Le Van Khuong, City"
148,Employee 148,Manager,24,536547341,employee148@example.com,26/7/2023,"Cau Sai Gon, City"
149,Employee 149,Pump Attendant,83,939565705,employee149@example.com,12/8/2023,"Duong Cach Mang Thang Tam, City"
150,Employee 150,Maintenance,82,716113932,employee150@example.com,21/2/2024,"Duong Pasteur, City"
151,Employee 151,Cashier,50,529806373,employee151@example.com,2/9/2023,"Duong Hai Ba Trung, City"
152,Employee 152,Manager,99,444792516,employee152@example.com,25/9/2023,"An Duong Vuong, City"
153,Employee 153,Pump Attendant,77,200157437,employee153@example.com,13/12/2023,"Duong Ton Duc Thang, City"
154,Employee 154,Maintenance,92,971680492,employee154@example.com,19/7/2023,"Tran Quoc Toan, City"
155,Employee 155,Maintenance,19,915719410,employee155@example.com,14/6/2023,"Pham Van Dong, City"
156,Employee 156,Pump Attendant,12,331231464,employee156@example.com,19/6/2023,"Nguyen Tri Phuong, City"
157,Employee 157,Maintenance,8,612718495,employee157@example.com,22/4/2023,"Cau Sai Gon, City"
158,Employee 158,Cashier,80,633077960,employee158@example.com,25/9/2023,"Duong Vo Van Kiet, City"
159,Employee 159,Pump Attendant,53,331042649,employee159@example.com,24/9/2023,"Bach Dang, City"
160,Employee 160,Cashier,81,360022694,employee160@example.com,17/1/2024,"Duong Phan Xich Long, City"
161,Employee 161,Manager,6,775874357,employee161@example.com,11/8/2023,"Nguyen Hue, City"
162,Employee 162,Manager,86,957241980,employee162@example.com,19/8/2023,"Duong Nguyen Tri Phuong, City"
163,Employee 163,Cashier,42,826930757,employee163@example.com,16/3/2024,"Ly Thai To, City"
164,Employee 164,Pump Attendant,60,719882675,employee164@example.com,6/2/2024,"Duong Vo Thi Sau, City"
165,Employee 165,Pump Attendant,39,764976276,employee165@example.com,25/11/2023,"Le Van Sy, City"
166,Employee 166,Pump Attendant,60,437614926,employee166@example.com,9/2/2024,"Duong Le Duan, City"
167,Employee 167,Pump Attendant,79,488607483,employee167@example.com,15/3/2024,"Duong Le Loi, City"
168,Employee 168,Maintenance,42,850398561,employee168@example.com,29/12/2023,"Nguyen Hue, City"
169,Employee 169,Pump Attendant,43,255661212,employee169@example.com,10/1/2024,"Le Van Sy, City"
170,Employee 170,Manager,25,855521099,employee170@example.com,16/3/2024,"Duong Nguyen Binh Khiem, City"
171,Employee 171,Maintenance,24,276066762,employee171@example.com,10/6/2023,"Ly Thai To, City"
172,Employee 172,Pump Attendant,35,720920078,employee172@example.com,29/4/2023,"Nguyen Dinh Chieu, City"
173,Employee 173,Pump Attendant,12,844346227,employee173@example.com,20/10/2023,"Duong Le Duan, City"
174,Employee 174,Cashier,30,132115887,employee174@example.com,9/4/2023,"Duong Dien Bien Phu, City"
175,Employee 175,Cashier,89,101977746,employee175@example.com,28/8/2023,"Vo Van Ngan, City"
176,Employee 176,Cashier,69,639497938,employee176@example.com,4/2/2024,"Xo Viet Nghe Tinh, City"
177,Employee 177,Maintenance,59,310777461,employee177@example.com,3/7/2023,"Tran Nao, City"
178,Employee 178,Cashier,24,212340709,employee178@example.com,20/10/2023,"Duong Vo Van Kiet, City"
179,Employee 179,Cashier,11,957759270,employee179@example.com,16/6/2023,"Nguyen Dinh Chieu, City"
180,Employee 180,Maintenance,34,110647974,employee180@example.com,15/6/2023,"Ham Nghi, City"
181,Employee 181,Pump Attendant,54,803751267,employee181@example.com,25/6/2023,"Nguyen Dinh Chieu, City"
182,Employee 182,Cashier,35,985171475,employee182@example.com,11/9/2023,"Duong Le Duan, City"
183,Employee 183,Cashier,27,670388224,employee183@example.com,18/9/2023,"Ly Thai To, City"
184,Employee 184,Pump Attendant,33,532200187,employee184@example.com,27/6/2023,"Nam Ky Khoi Nghia, City"
185,Employee 185,Manager,25,886348148,employee185@example.com,18/8/2023,"Tran Nao, City"
186,Employee 186,Manager,9,405318557,employee186@example.com,27/2/2024,"Duong Le Duan, City"
187,Employee 187,Pump Attendant,28,870385918,employee187@example.com,18/9/2023,"Thong Nhat, City"
188,Employee 188,Manager,22,590931801,employee188@example.com,14/6/2023,"Duong Ton Duc Thang, City"
189,Employee 189,Manager,50,202172992,employee189@example.com,25/2/2024,"Duong Tran Quoc Thao, City"
190,Employee 190,Maintenance,5,477567017,employee190@example.com,13/10/2023,"Ky Con, City"
191,Employee 191,Manager,90,775160806,employee191@example.com,12/3/2024,"Duong Nguyen Thi Minh Khai, City"
192,Employee 192,Cashier,51,628547843,employee192@example.com,21/7/2023,"Duong Nguyen Van Cu, City"
193,Employee 193,Maintenance,8,457810289,employee193@example.com,16/1/2024,"Pham Van Dong, City"
194,Employee 194,Manager,10,436416105,employee194@example.com,11/4/2023,"Duong Phan Xich Long, City"
195,Employee 195,Maintenance,59,796627071,employee195@example.com,17/9/2023,"Duong Vo Van Kiet, City"
196,Employee 196,Pump Attendant,52,891848776,employee196@example.com,26/2/2024,"Duong Phan Xich Long, City"
197,Employee 197,Maintenance,88,856196207,employee197@example.com,17/1/2024,"Ton Duc Thang, City"
198,Employee 198,Cashier,49,748827741,employee198@example.com,18/3/2024,"Nguyen Van Cu, City"
199,Employee 199,Cashier,99,814191167,employee199@example.com,7/3/2024,"Le Lai, City"
200,Employee 200,Pump Attendant,56,867288316,employee200@example.com,22/10/2023,"Duong Hai Ba Trung, City"
201,Employee 201,Cashier,74,432585671,employee201@example.com,15/10/2023,"Phan Van Tri, City"
202,Employee 202,Pump Attendant,2,952259090,employee202@example.com,29/3/2024,"Phan Van Tri, City"
203,Employee 203,Manager,86,562858794,employee203@example.com,25/11/2023,"Duong Nguyen Thi Minh Khai, City"
204,Employee 204,Manager,11,901894724,employee204@example.com,28/8/2023,"Cach Mang Thang Tam, City"
205,Employee 205,Maintenance,6,348087193,employee205@example.com,2/1/2024,"Duong Hung Vuong, City"
206,Employee 206,Pump Attendant,27,105203053,employee206@example.com,17/10/2023,"Dien Bien Phu, City"
207,Employee 207,Maintenance,48,113686808,employee207@example.com,4/2/2024,"Phan Van Tri, City"
208,Employee 208,Cashier,16,771027941,employee208@example.com,30/1/2024,"Duong Nguyen Binh Khiem, City"
209,Employee 209,Pump Attendant,31,472197412,employee209@example.com,29/5/2023,"Nguyen Hue, City"
210,Employee 210,Cashier,56,934391670,employee210@example.com,14/2/2024,"Duong Le Van Sy, City"
211,Employee 211,Manager,52,340636416,employee211@example.com,14/11/2023,"Duong Tran Quoc Thao, City"
212,Employee 212,Pump Attendant,37,952850672,employee212@example.com,26/2/2024,"Tran Xuan Soan, City"
213,Employee 213,Maintenance,18,753297986,employee213@example.com,15/5/2023,"Nam Ky Khoi Nghia, City"
214,Employee 214,Pump Attendant,12,461077073,employee214@example.com,14/1/2024,"Ky Con, City"
215,Employee 215,Manager,16,227288113,employee215@example.com,11/12/2023,"Duong Cach Mang Thang Tam, City"
216,Employee 216,Cashier,3,359957523,employee216@example.com,19/12/2023,"Nguyen Dinh Chieu, City"
217,Employee 217,Manager,96,867410505,employee217@example.com,19/7/2023,"Duong Ton Duc Thang, City"
218,Employee 218,Manager,15,172694832,employee218@example.com,18/10/2023,"Ly Thai To, City"
219,Employee 219,Maintenance,81,918486734,employee219@example.com,1/9/2023,"Cach Mang Thang Tam, City"
220,Employee 220,Cashier,73,983207918,employee220@example.com,19/11/2023,"Duong Vo Thi Sau, City"
221,Employee 221,Manager,5,800538760,employee221@example.com,10/6/2023,"Nam Ky Khoi Nghia, City"
222,Employee 222,Maintenance,96,481820299,employee222@example.com,28/8/2023,"Duong Pasteur, City"
223,Employee 223,Maintenance,57,935958984,employee223@example.com,11/2/2024,"Tran Xuan Soan, City"
224,Employee 224,Cashier,49,248014100,employee224@example.com,13/7/2023,"Nguyen Van Cu, City"
225,Employee 225,Manager,53,227605087,employee225@example.com,3/3/2024,"Vo Van Ngan, City"
226,Employee 226,Cashier,44,233011671,employee226@example.com,12/12/2023,"Duong Pasteur, City"
227,Employee 227,Pump Attendant,71,205678503,employee227@example.com,9/5/2023,"Hong Bang, City"
228,Employee 228,Maintenance,39,205449288,employee228@example.com,21/11/2023,"Thong Nhat, City"
229,Employee 229,Manager,26,550580680,employee229@example.com,11/12/2023,"Vo Van Ngan, City"
230,Employee 230,Pump Attendant,86,737576782,employee230@example.com,8/1/2024,"Duong Tran Hung Dao, City"
231,Employee 231,Maintenance,95,893616894,employee231@example.com,26/6/2023,"Nguyen Dinh Chieu, City"
232,Employee 232,Maintenance,48,575380766,employee232@example.com,1/7/2023,"Duong Nguyen Thi Minh Khai, City"
233,Employee 233,Cashier,30,856453710,employee233@example.com,20/12/2023,"Duong Le Thanh Ton, City"
234,Employee 234,Pump Attendant,51,611695799,employee234@example.com,17/4/2023,"Ky Con, City"
235,Employee 235,Manager,52,396553746,employee235@example.com,3/7/2023,"Duong Tran Hung Dao, City"
236,Employee 236,Manager,27,678777302,employee236@example.com,2/4/2023,"Tran Quoc Toan, City"
237,Employee 237,Pump Attendant,67,531293684,employee237@example.com,8/5/2023,"Nguyen Tri Phuong, City"
238,Employee 238,Manager,29,681863810,employee238@example.com,9/6/2023,"Duong Vo Van Kiet, City"
239,Employee 239,Manager,72,598792460,employee239@example.com,23/7/2023,"Duong Nguyen Hue, City"
240,Employee 240,Maintenance,26,805497979,employee240@example.com,27/11/2023,"Duong Pasteur, City"
241,Employee 241,Pump Attendant,57,102930316,employee241@example.com,10/4/2023,"Tran Nao, City"
242,Employee 242,Manager,97,286817654,employee242@example.com,3/11/2023,"Dai Lo Dong Tay, City"
243,Employee 243,Manager,76,488690299,employee243@example.com,17/7/2023,"Tran Xuan Soan, City"
244,Employee 244,Cashier,92,542543752,employee244@example.com,20/8/2023,"Xa Lo Ha Noi, City"
245,Employee 245,Pump Attendant,77,272755058,employee245@example.com,21/3/2024,"Bach Dang, City"
246,Employee 246,Pump Attendant,74,190371643,employee246@example.com,29/5/2023,"Nguyen Cong Tru, City"
247,Employee 247,Maintenance,57,223498981,employee247@example.com,29/5/2023,"Tran Xuan Soan, City"
248,Employee 248,Manager,78,162556066,employee248@example.com,16/2/2024,"Tran Quoc Toan, City"
249,Employee 249,Pump Attendant,70,219375755,employee249@example.com,10/12/2023,"Duong Le Duan, City"
250,Employee 250,Maintenance,39,672793332,employee250@example.com,11/2/2024,"Phan Van Tri, City"
251,Employee 251,Manager,7,163104546,employee251@example.com,8/10/2023,"Tran Xuan Soan, City"
252,Employee 252,Manager,73,480369450,employee252@example.com,15/6/2023,"Nguyen Thi Thap, City"
253,Employee 253,Manager,44,613040149,employee253@example.com,5/3/2024,"Nguyen Tri Phuong, City"
254,Employee 254,Cashier,58,749776601,employee254@example.com,31/3/2024,"Nguyen Hue, City"
255,Employee 255,Pump Attendant,87,732827361,employee255@example.com,16/1/2024,"Nguyen Van Cu, City"
256,Employee 256,Maintenance,68,325063449,employee256@example.com,15/3/2024,"Duong Tran Hung Dao, City"
257,Employee 257,Pump Attendant,2,368385799,employee257@example.com,17/7/2023,"Duong Nguyen Huu Canh, City"
258,Employee 258,Cashier,3,328918890,employee258@example.com,5/10/2023,"Le Lai, City"
259,Employee 259,Pump Attendant,100,278872288,employee259@example.com,14/5/2023,"Nguyen Tri Phuong, City"
260,Employee 260,Cashier,76,942474054,employee260@example.com,15/8/2023,"Duong Ton Duc Thang, City"
261,Employee 261,Cashier,100,185337037,employee261@example.com,24/10/2023,"Ha Huy Giap, City"
262,Employee 262,Maintenance,7,765005679,employee262@example.com,30/1/2024,"Duong Le Thanh Ton, City"
263,Employee 263,Cashier,51,361096945,employee263@example.com,12/10/2023,"Duong Truong Dinh, City"
264,Employee 264,Pump Attendant,52,903306680,employee264@example.com,3/1/2024,"Duong Le Van Sy, City"
265,Employee 265,Manager,62,430732293,employee265@example.com,24/1/2024,"Duong Phan Xich Long, City"
266,Employee 266,Pump Attendant,53,990334931,employee266@example.com,21/11/2023,"Duong Cach Mang Thang Tam, City"
267,Employee 267,Cashier,27,913365620,employee267@example.com,20/5/2023,"Nguyen Hong, City"
268,Employee 268,Cashier,70,746065238,employee268@example.com,3/11/2023,"Duong Tran Hung Dao, City"
269,Employee 269,Pump Attendant,95,415018739,employee269@example.com,15/8/2023,"Nguyen Tat Thanh, City"
270,Employee 270,Manager,59,922516603,employee270@example.com,30/10/2023,"Cach Mang Thang Tam, City"
271,Employee 271,Pump Attendant,89,965864948,employee271@example.com,16/12/2023,"Tran Nao, City"
272,Employee 272,Pump Attendant,52,456457050,employee272@example.com,22/6/2023,"Duong Le Thanh Ton, City"
273,Employee 273,Maintenance,51,683982582,employee273@example.com,19/12/2023,"Duong Nguyen Binh Khiem, City"
274,Employee 274,Maintenance,64,349171179,employee274@example.com,13/8/2023,"Tran Nao, City"
275,Employee 275,Cashier,6,337429428,employee275@example.com,6/6/2023,"Le Van Khuong, City"
276,Employee 276,Cashier,31,865541253,employee276@example.com,22/10/2023,"Nguyen Hong, City"
277,Employee 277,Maintenance,29,999585707,employee277@example.com,23/8/2023,"Vo Van Ngan, City"
278,Employee 278,Maintenance,97,351680295,employee278@example.com,11/12/2023,"Dien Bien Phu, City"
